text,target
"From: dxf12@po.cwru.edu (Douglas Fowler)
Subject: Re: Christian Parenting
Organization: Case Western Reserve University, Cleveland, Ohio (USA)
Lines: 83


     Sorry for posting this, but my e-mail keeps bouncing.  Maybe it will
help others here, anyway, and therefore I pray others will read this.  It is
actually a response from my Aunt, who has 5 kids, since I have none yet.

>Hi I am a Sociology student and I am currently researching into
>young offenders.  I am looking at the way various groups of
>children are raised at home.  At the moment I am formlulating
>information on discipline within the Christian home.
>
>Please, if you are a parent in this catagory can you email me
>your response to the following questionaire.  All responses
>will be treated confidentially and will only be used to prepare
>stats.
     I'm posting this for a good Christian relative who does not have e-mail
access.  Since this aunt and uncle have 5 kids I felt they would be more
relevant than I, who have none (yet).

>1.  Ages & sexes of children
     13-year-old (13YO) twins, 10YO boy, 6.5YO boy, 2YO girl

>2.  Do you spank your kids?
     I don't call it spanking, but they do, so yes, very rarely.

>3.  If so how often?
     I don't call it spanking because it's more of a reaction to something
very dangerous, such as trying to stick their finger in a fan or running
into the road.  Maybe 3-4 times for each except for the 2YO girl, who has
not been spanked yet.
     They call it that because it *does* hurt their feelings, and of course
I give all the hugs and stuff to ensure they know they're still loved.

>4.  Do you use an implement to spank with?
     No, that would be too painful.  If it's too traumatic they never recall
why they were punished.  Besides, it must be immediate, and taking the time
to go get a toolmeans you're not doing it right away, and that lessens the
impact.  It's very emotional for a child as it is - which is evidenced by the
fact that a little slap on the rear - which hurts for perhaps 5 seconds -
is called a spanking.
>
>5. If you do not spank, what method of discipline do you use?
     Lots of logical consequences - for instance, when 4YO Matthew dared
a good friend to jump out of his treehouse or he would push him out, I made
sure they didn't play together for 5 days so he'd know that would make him
lose friends very quickly.  He's never done anything like that since.
     We also use time-out in their rooms - I use a timer so they don't keep
arguing with me over leaving, since it's hard to argue with a macine.
I will go to the closed door and tell them timeout won't be over until they
calm down if they're too tantrumy.  I use the top of the stairs when they're
really young.

>6.  Your age?
     40

>7.  Your location
     Bath, Ohio.  It's right outside of Akron, in the northeast part of Ohio.

>8.  While under the age of 16 did you ever commit a criminal
>offence?
     No, and none of my kids would dream of it.  I hope you can use this to
teach all parents that physical punishment isn't always required - parents use
that as an excuse to hit too hard.

>9.  How ere you disciplined as a kid
     Lots of timeouts, same as I use.  Our family and my husband's have never
used spankings.  In fact, my grandmother in law was one of 11 kids, and they
were almost never spanked.  This was around the turn of the century.  And,
none of us has ever been afoul of the law - man-made or God's law.
     Jesus says, referring to a small child whom he is holding, that ""what
ye do to the least of these, ye do also to me.""  The Bible also says in all
things to be kind, and merciful, and especially loving. (Colossians 3:12-15.)
There is no room for selfish anger, which I'll admit I've been tempted with
at times.  When I've felt like spanking hard in anger, maybe the kid deserved
a little slap on the rear, but what I would have given would have been the
devil's work.  I could feel the temptation, and just angrily ordered the kid
to his/her room and went to my room myself.  After praying and asking God's
forgiveness, I was much calmer, and did not feel like spanking, but felt that
what I had done was enough punishment.
-- 
Doug Fowler: dxf12@po.CWRU.edu  : Me, age 4 & now: ""Mommys and Daddys & other
    Ever wonder if, after Casey : relatives have to give lots of hugs & love
missed the 3rd strike in the poem: & support, 'cause Heaven is just a great
he ran to first and made it?     : big hug that lasts forever and ever!!!""
",15
"From: hathaway@stsci.edu
Subject: Re: Vandalizing the sky.
Distribution: na
Organization: Space Telescope Science Institute
Lines: 101

>Newsgroups: sci.astro,sci.space
>Subject: Re: Vandalizing the sky.
>
 (excerpts from posting on this topic) 

>In article <C5t05K.DB6@research.canon.oz.au> enzo@research.canon.oz.au 
>(Enzo Liguori) writes:
>
>>Now, Space Marketing
>>is working with University of Colorado and Livermore engineers on
>>a plan to place a mile-long inflatable billboard in low-earth
>>orbit.  
>... 
>>... the real purpose of the project is to help the environment! 
>>The platform will carry ozone monitors 
>
>... 
>I can't believe that a mile-long billboard would have any significant
>effect on the overall sky brightness.  Venus is visible during the day,
>but nobody complains about that.  Besides, it's in LEO, so it would only
>be visible during twilight when the sky is already bright, and even if
>it would have some miniscule impact, it would be only for a short time
>as it goes zipping across the sky.
>

(I've seen satellites at midnight - they're not only in twilight.) :o) 

>...
>
>From the book ""Prodigal Genius: The Life of Nikola Tesla"" by John J. O'Neill:
>
>""This remarkable conductivity of gases, including the air, at low
>pressures, led Tesla to suggest, in a published statement in 1914, a
>system of lighting on a terrestrial scale in which he proposed to treat
>the whole Earth, with its surrounding atmosphere, as if it were a
>single lamp....  
>The whole Earth would be transformed into a giant lamp, with the night 
>sky completely illuminated.  ... making the night as bright as day.""
> 

Now my comments: 

I'd like to add that some of the ""protests"" do not come from a strictly 
practical consideration of what pollution levels are acceptable for 
research activities by professional astronomers.  Some of what I 
would complain about is rooted in aesthetics.  Many readers may 
never have known a time where the heavens were pristine - sacred - 
unsullied by the actions of humans.  The space between the stars 
as profoundly black as an abyss can be.  With full horizons and 
a pure sky one could look out upon half of all creation at a time 
- none of which had any connection with the petty matters of man. 
Any lights were supplied solely by nature; uncorruptable by men.  
Whole religions were based on mortal man somehow getting up there 
and becoming immortal as the stars, whether by apotheosis or a belief 
in an afterlife.  

The Space Age changed all that.  The effect of the first Sputniks 
and Echo, etc. on this view could only happen once.  To see a light 
crossing the night sky and know it was put there by us puny people 
is still impressive and the sense of size one gets by assimilating 
the scales involved is also awesome - even if the few hundreds or 
thousands of miles involved is still dwarfed by the rest of the universe.  
But there is still a hunger for the pure beauty of a virgin sky. 

Yes, I know aircraft are almost always in sight.  I have to live 
in a very populated area (6 miles from an international airport 
currently) where light pollution on the ground is ghastly.  The 
impact of humans is so extreme here - virtually no place exists 
that has not been shaped, sculpted, modified, trashed or whipped 
into shape by the hands of man.  In some places the only life 
forms larger than bacteria are humans, cockroaches, and squirrels 
(or rats).  I visited some friends up in the Appalacian mountains 
one weekend, ""getting away from it all"" (paved roads, indoor plumbing, 
malls, ...) and it felt good for a while - then I quickly noticed 
the hollow was directly under the main flight path into Dulles - 60-80 
miles to the east.  (Their 'security light' didn't help matters 
much either.)  But I've heard the artic wilderness gets lots of 
high air traffic.  So I know the skies are rarely perfect. 

But there is still this desire to see a place that man hasn't 
fouled in some way.  (I mean they've been TRYING this forever - 
like, concerning Tesla's idea to banish night, - wow!)  I don't watch 
commercial television, but I can imagine just how disgusting beer, 
truck, or hemmorrhoid ointment advertisements would be if seen up so high.  
If ya' gotta make a buck on it (displaying products in heaven), at 
least consider the reactions from those for whom the sky is a last
beautiful refuge from the baseness of modern life.  

To be open about this though, I have here my listing of the passage 
of HST in the evening sky for this weekend - tonight Friday at 
8:25 p.m. EDT it will reach an altitude of 20.1 degrees on the 
local meridian from Baltimore vicinity.  I'll be trying to see it 
if I can - it _is_ my mealticket after all.  So I suppose I could 
be called an elitist for supporting this intrusion on the night sky 
while complaining about billboards proposed by others.  Be that 
as it may, I think my point about a desire for beauty is valid, 
even if it can't ever be perfectly achieved. 

Regards, 
Wm. Hathaway 
Baltimore MD 
",14
"From: rgasch@nl.oracle.com (Robert Gasch)
Subject: Overriding default WM Behaviour
Organization: Oracle Europe
Lines: 48
X-Newsreader: TIN [version 1.1 PL8]


I posted this about tow weeks ago but never saw it make it (Then again
I've had some problems with the mail system). Apologies if this appears
for the second time:

Usually when I start up an application, I first get the window outline
on my display. I then have to click on the mouse button to actually
place the window on the screen. Yet when I specify the -geometry 
option the window appears right away, the properties specified by
the -geometry argument. The question now is:

How can I override the intermediary step of the user having to specify
window position with a mouseclick? I've tried explicitly setting window
size and position, but that did alter the normal program behaviour.

Thanks for any hints
---> Robert

PS: I'm working in plain X, using tvtwm.



******************************************************************************
* Robert Gasch        * Der erste Mai ist der Tag an dem die Stadt ins      *
* Oracle Engineering   * Freihe tritt und den staatlichen Monopolanspruch    *
* De Meern, NL        * auf Gewalt in Frage stellt                          *
* rgasch@nl.oracle.com *                           - Einstuerzende Neubauten *
******************************************************************************


----------------------- Headers ------------------------
>From uupsi7!expo.lcs.mit.edu!xpert-mailer Thu Apr 22 17:24:28 1993 remote from aolsys
Received: from uupsi7 by aolsys.aol.com id aa19841; Thu, 22 Apr 93 17:10:35 EDT
Received: from srmftp.psi.com by uu7.psi.com (5.65b/4.0.071791-PSI/PSINet) via SMTP;
        id AA02784 for ; Thu, 22 Apr 93 12:04:36 -0400
Received: from expo.lcs.mit.edu by srmftp.psi.com (4.1/3.1.072291-PSI/PSINet)
 id AA17104; Thu, 22 Apr 93 10:19:31 EDT
Received: by expo.lcs.mit.edu; Thu, 22 Apr 93 06:57:38 -0400
Received: from ENTERPOOP.MIT.EDU by expo.lcs.mit.edu; Thu, 22 Apr 93 06:57:37 -0400
Received: by enterpoop.MIT.EDU (5.57/4.7) id AA27271; Thu, 22 Apr 93 06:57:14 -0400
Received: from USENET by enterpoop with netnewsfor xpert@expo.lcs.mit.edu (xpert@expo.lcs.mit.edu);contact usenet@enterpoop if you have questions.
To: xpert@expo.lcs.mit.edu
Date: 22 Apr 93 08:09:35 GMT
From: rgasch@nl.oracle.com (Robert Gasch)
Message-Id: <3873@nlsun1.oracle.nl>
Organization: Oracle Europe
Subject: Overriding Default Behaviour

",5
"From: mre@teal.Eng.Sun.COM (Mike Eisler)
Subject: Re: SHARKS: Jack Feirerra (was Re: SHARKS: Kingston Fired!!!)
Organization: Sun Microsystems, Mountain View, CA  USA
Lines: 87
NNTP-Posting-Host: teal

In article <1993Apr23.063737.26286@CSD-NewsHost.Stanford.EDU> nlu@Xenon.Stanford.EDU (Nelson Lu) writes:
>In article <lte43kINN7ul@appserv.Eng.Sun.COM> mre@teal.Eng.Sun.COM (Mike Eisler) writes:
>I don't think trading Kisio was intrinsically a mistake; however, trading him
>for a 3rd round pick would be; he should have been worth a lot more than a
>3rd round pick for a playoff team.  In fact, I would intimate that the offers
>the Sharks got this year for Kisio were way greater than just a 3rd round pick.

Hindsight's 20-20. Nobody expected Kisio to have his 2nd best career year.

>>Besides, without Kisio, the Sharks would have tanked even earlier in
>>the season, and Gund might have gotten a little more serious
>>about getting Joe Murphy, a guy who definitely would be around
>>3 - 5 years from now when the Sharks do make the playoffs.
>
>What else could be done?  The Gunds offered $2 million for Murphy, but the
>Oilers wanted prospect(s), which the Sharks declined to give, which I think is
>correct.

I didn't mean to imply that Gund's offer wasn't enough.  Gund's offer
was the right $, but too late in the season.  $2M offered in November
lets Sather buy a replacement for Murphy *this* season and make the
playoffs *this* year. $2M in March doesn't help Sather with his
immediate objectives, doesn't help with long term objectives (only a
prospect or draft pick does, and no way should the Sharks do that).
However, getting back to what-if games, had Kisio been traded to
Chicago last year, then the Sharks go 0 for October, and maybe Gund
panicks sooner in November. And here's another what-if twist: Chicago
would have had Kisio this season; they *never* go after Murphy in the
first place because Kelly is having his *best* season (bigger guys in
Chicago). So Gund has no competition. So Ferriera, Sather, and Keenan
all look like geniuses.

A broken fax machine, and Ferriera, Keenan, and maybe Kingston
(and maybe even Green) lose their jobs. Kind of makes you
shiver doesn't it. :-)

Bottomline, for every black scenario any of you can concoct for
Kisio leaving, I can concoct an equally bright one.

>>If the Kisio-fiasco was the cause of Ferierra's down fall, I hope
>>it wasn't because he tried to trade Kisio, but because he screwed it
>>up. Nonetheless, I'm sorry Ferierra and Kingston are gone, and I wish Gund
>>would follow.
>
>And what have the Gunds done exactly that caused you to wish that they were
>gone? ...

Are you serious?
	- Let Ferierra go,
	- fire Kingston (these last two basically mean that
		Sharks are starting over again in terms of the
		timetable to capture the Cup. As I've stated
		frequently: 5 out 6 expansion teams had the same GM
		from inception through Cup season)

	- broadcast more home games than away games
	- broadcast very few road Pacific and Mountain time games
	- jack up my ticket prices from $27 to $38 in two years (not that I'm
		going to pay 120 bucks for 3 seats. I'll probably next to the
		virtual 107 folks)

	- not tell me my priority #
	- not let me sell my priority #
	- in order for me to get the free jacket, force me to order my tickets
		for next season before I get to select my section

	- not let me park at the new arena after paying for their
		privileged parking lot (which was sometimes full when
		I got there) for 2 straight years.

I've been a loyal ticket holder, since day 1 (literally) in spring of
'90 when the team was announced.  and I'm not getting that loyalty
returned. Wirtz treats his fans far better by comparison. And
Pocklington with his cheap tix is the best owner of all.

>GO EDMONTON OILERS!  Go for playoffs next year!  Stay in Edmonton!

I know one isn't suppose to make negative comments on signatures, but
what did us Oiler fans do to you to deserve the ""Stay in Edmonton""
part? I'd never wish the Kings to leave metro-LA; it's too much fun
watching the Shark's beat them.
-- 
Mike Eisler, mre@Eng.Sun.Com  ``Not only are they [Leafs] the best team, but
 their fans are even more intelligent and insightful than Pittsburgh's.  Their
 players are mighty bright, too.  I mean, he really *was* going to get his
 wallet back, right?'' Jan Brittenson 3/93, on Leaf/Pen woofers in
 rec.sport.hockey
",10
"From: pduggan@world.std.com (Paul C Duggan)
Subject: Re: hate the sin...
Organization: The World Public Access UNIX, Brookline, MA
Lines: 30

In article <May.12.04.27.07.1993.9920@athos.rutgers.edu> scott@prism.gatech.edu (Scott Holt) writes:
>Hate begets more hate, never love. Consider some sin. I'll leave it unnamed
>since I don't want this to digress into an argument as to whether or not 
>something is a sin. Now lets apply our ""hate the sin..."" philosophy and see
>what happens. If we truly hate the sin, then the more we see it, the 
>stronger our hatred of it will become. Eventually this hate becomes so 
>strong that we become disgusted with the sinner and eventually come to hate
>the sinner.

Though you can certaily assert all this, I don't see why it necessarily
has to be the case. Why can't hate just stay as it is, and not beget more?
Who says we have to get disgusted and start hating the sinner. I admit
this happens, but I donlt think you can say it is always necessaily
so.

Why can we not hate with a perfect hatred?

>In the summary of the law, Christ commands us to love God and to love our 
>neighbors. He doesn't say anything about hate. In fact, if anything, he 
>commands us to save our criticisms for ourselves. So, how are Christians
>supposed to deal with the sin of others? I suppose that there is only one
>way to deal with sin (either in others or ourselves)...through prayer. We

Certainly we should love even our enemies. Amos 5:15 says to hate the evil
and love the good. This can't contradict Christ's teaching. I think we tie
up both hate and love with an emotional attitude, when it really should be
considered more objectively. Surely I don't fly into a rage at every sin
I see, but why can I not ""hate"" it?

paul duggan
",15
"From: perrakis@embl-heidelberg.de
Subject: Re: Turkey-Cyprus-Bosnia-Serbia-Greece (Armenia-Azeris)
Organization: EMBL, European Molecular Biology Laboratory
Lines: 76

In article <93105.134708FINAID2@auvm.american.edu>, <FINAID2@auvm.american.edu> writes:
>>  Look Mr. Atakan: I have repeated it in the past, and I shall repeat it once
>>  more, that when it comes to how Greeks are treating the Turks in Greece,
>>  you and your copatriots should simply shut up.
>>
>>  Because what you are hearing is simply a form of propaganda from your ethnic
>>  fellows who studied at the Greek universities without paying any money for
>>  tuition, food, and helth insurance.
>>
>>  And any high school graduate can put down some simple math and compare the
>>  grouth of the Turkish community in Greece with the destruction of the Greek
>>  minority in Turkey.
>>
>> >Aykut Atalay Atakan
>>
>>  Panos Tamamidis
> 
>                   Mr. Tamamidis:
> 
> Before repling your claims, I suggest you be kind to individuals
> who are trying to make some points abouts human rights, discriminations,
> and unequal treatment of Turkish minority in GREECE.I want the World
> know how bad you treat these people. You will deny anything I say but
> It does not make any difrence because I will write things that I saw with
> my eyes.You prove yourself prejudice by saying free insurance, school
> etc. Do you Greeks only give these things to Turkish minority or
> everybody has rights to get them.Your words even discriminate
> these people. You think that you are giving big favor to these
> people by giving these thing that in reality they get nothing.
> If you do not know unhuman practices that are being conducted
> by the Government of the Greece, I suggest that you investigate
> to see the facts. Then, we can discuss about the most basic
> human rights like fredom of religion,
If you did not see with your 'eyes' freedom of religion you
must ne at least blind !
> fredom of press of Turkish
2 weeks ago I read the interview of a Turkish journalist in a GReek magazine,
he said nothing about being forbiden to have Turkish press in Greece !
> minority, ethnic cleansing of all Turks in Greece,
Give as a brake. You call athnic cleansing of apopulation when it doubles?
> freedom of
> right to have property without government intervention,
What do you mean by that ? Anyway in Greece, as in every  country if you want
some property you 'inform' the goverment .
> fredom of right to vote to choose your community leaders,
Well well well. When Turkish in Area of Komotini elect 1 out of 3
represenatives of this area to GReek parliament, if not freedom what is it?
3 out of 3 ? Maybe there are only Turks living there ....
> how Greek Government encourages people to destroy
> religious places, houses, farms, schools for Turkish minority then
> forcing them to go to turkey without anything with them.
I cannot deny that actions of fanatics from both sides were reported.
A minority of Greek idiots indeed attack religious places, which
were protected by the Greek police. Photographs of Greek policemen 
preventing Turks from this non brain minority were all over Greek press.
> Before I conclude my writing, let me point out how Greeks are
> treated in Turkey. We do not consider them Greek minority, instead
> we consider a part of our society. There is no difference among people in
> Turkey. We do not state that Greek minority go to Turkish universities,
> get free insurance, food, and health insurance because these are basic
> human needs and they are a part of turkish community. All big businesses
> belong to Greeks in Turkey and we are proud to have them.unlike the
> Greece which tries to destroy Turkish minority, We encourage all
> minorities in Turkey to be a part of Turkish society.


Oh NO. PLEASE DO GIVE AS A BRAKE !
Minorities in Turkish treated like that ? YOur own countrymen die
in the prisons every day bacause of their political beliefs, an this
is reported by Turks, and you want us to believe tha Turkey is the paradise
of Human rights ?  Business of Greeks i Turkey? Yes 80 years ago !
You seem to be intelligent, so before presenting Turkey as the paradise of
Human rights just invastigate this matter a bit more.
> 
> Aykut Atalay Atakan
> 
",17
"Nntp-Posting-Host: surt.ifi.uio.no
From: Thomas Parsli <thomasp@ifi.uio.no>
Subject: Re: Rewording the Second Amendment (ideas)
In-Reply-To: arc@cco.caltech.edu (Aaron Ray Clements)'s message of 21 Apr
        1993 12:34:51 GMT
Organization: Dept. of Informatics, University of Oslo, Norway
        <1993Apr20.083057.16899@ousrvr.oulu.fi>
        <viking.735378520@ponderous.cc.iastate.edu>
        <1993Apr21.091130.17788@ousrvr.oulu.fi>
        <1r3f1bINN3n6@gap.caltech.edu>
Lines: 24
Originator: thomasp@surt.ifi.uio.no



Chemical weapons are not concidered a *very* effectiv weapon against
millitary forces. On civillians on the other hand....

That's one GOOD reason for banning it.

You need VAST amounts of chemicals to be affective, so the best reason
to have/use it is price. (that's why it's called The Poor Mans A-bomb)

Any thoughts on Bio-weapons ??	

If this discusion is about civillians having chem-weapons;
What should they use them on?? Rob a bank ??



	This is not a .signature.
	It's merely a computergenerated text to waste bandwith
	and to bring down the evil Internet.


                        Thomas Parsli
                        thomasp@ifi.uio.no
",16
"From: kerney@ecn.purdue.edu (John Kerney)
Subject: Re: FLYERS notes 4/17
Keywords: FLYERS/Whalers summary
Organization: Purdue University Engineering Computer Network
Lines: 17



Could someone post the Flyers record with and without Eric Lindros in
the lineup


I have a guy that is trying to compare the Quebec/Flyers trade to the 

Dallas/Minnesota trade in the NFL(Hershel Walker)

I just need the stat to back up my point that Eric will be one of the next

great players

thanks

john
",10
"From: rgooch@rp.CSIRO.AU (Richard Gooch)
Subject: Re: Animation with XPutImage()?
Organization: CSIRO Division of Radiophysics/Australia Telescope National Facility
Lines: 51

In article <1993Apr22.092830.2190@infodev.cam.ac.uk>, dcr@mail.ast.cam.ac.uk (Derek C. Richardson) writes:
> I just implemented this and it seems I can just about achieve the display
> rates (20 400x400x8 frames / sec on IPX) that I get with Sunview, though
> it's a bit ""choppy"" at times. Also, loading the data, making an XImage,
> then XPut'ing it into a pixmap is a bit cumbersome, so the animation is
> slower to load than with Sunview. Is there a better way to load in the
> data?
> 
> rgooch@rp.CSIRO.AU (Richard Gooch) writes:
> >  If you need speed, and your client can run on the same host as the X server,
> >  you should use the shared memory extension to the sample X server (MIT-SHM).
> >  xdpyinfo  will tell you if your server has this extension. This is certainly
> >  available with the sample MIT X server running under SunOS.
> >  A word of warning: make sure your kernel is configured to support shared
> >  memory. And another word of warning: OpenWindows is slower than the MIT
> >  server.
> >  I have written an imaging tool (using XView for the GUI, by the way) which
> >  yields over 10 frames per second for 512*512*8 bit images, running on a Sparc
> >  IPC (half the cpu grunt of an IPX). This has proved quite sufficient for
> >  animations.
> >
> >				Regards,
> >
> >					Richard Gooch....
> 
> Shared memory PutImage (also mentioned by nkissebe@delphi.beckman.uiuc.edu,
> Nick Kisseberth) looks interesting, but I need someone to point me to some
> documentation. Is this method likely to give better results than server-
> resident pixmaps? I'd also be interested in looking at the XView code
> mentioned above...
> 
> Thanks for the help so far. If I get something decent put together, I'll
> definitely post it to the Net.
> 

  The MIT tapes come with documentation written by Keith Packard on the Shared
  Memory Extension to X. Look in:  mit/doc/extensions/mit-shm.ms
  I found this invaluble. Unfortunately, there is a bit of work to set up the
  shared memory segments, making an XImage from it, etc. Also, there is an
  extension query to determine if the server supports it, but you still need to
  test if the server is running on the same host and if shared memory is enabled
  in the kernel. I have written layers of convience routines which make all this
  transparent.
  As for the XView code, well, I doubt that would be considered interesting.
  The interesting stuff is done in a C object library. People interested in this
  code can Email me.

				Regards,

					Richard Gooch,
					rgooch@atnf.csiro.au
",5
"From: bomr@erich.triumf.ca (Rod Nussbaumer)
Subject: Re: multiple inputs for PC
Organization: TRIUMF: Tri-University Meson Facility
Lines: 24
Distribution: world
NNTP-Posting-Host: erich.triumf.ca
News-Software: VAX/VMS VNEWS 1.41    

In article <93114.142835U19250@uicvm.uic.edu>, <U19250@uicvm.uic.edu> writes...
>Can anyone offer a suggestion on a problem I am having?
>I have several boards whose sole purpose is to decode DTMF tones and send
>the resultant in ASCII to a PC.  These boards run on the serial interface.
>I need to run * of the boards somwehat simultaneously.  I need to be able to ho
>ok them up to a PC>  The problem is, how do I hook up 8+ serial devices to one
>PC inexpensivley, so that all can send data simulataneously (or close to it)?
>Any help would be greatly appreciated!
>Abhin Singla
If you can modify the design of the DTMF decoder, the ideal comunications
would be over a multi-drop system, like RS-485.  RS-485 boards are available
for PC's, probably cheaper than a bunch of RS-232 channels, and RS-485 is
cheaper to build onto your satellite modules, using only a single supply
8-pin DIP driver chip.  Software at the PC end would be similarly complex
for either RS-232 or RS-485, in my opinion.  The higher data rates possible
with RS-485 would permit quasi-simultaneous data transmission.
Hope this helps.

~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
  Rod Nussbaumer, Programmer/Technologist       Bitnet: BOMR@TRIUMFER
  TRIUMF --- University of British Columbia,  Internet: bomr@erich.triumf.ca
  Vancouver, BC, Canada.                         Phone: (604)222-1047 ext 510
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

",12
"From: jcox@x102a.harris-atd.com (Jamie Cox)
Subject: Re: serial port problem
Nntp-Posting-Host: x102a.ess.harris.com
Reply-To: jcox@x102a.ess.harris.com (Jamie Cox)    
Organization: Harris Govt. Aerospace Systems Division
Keywords: serial port, powerbook
Lines: 41

In article <1qcq4gINN2q7@calvin.usc.edu> wls@calvin.usc.edu writes:
>
>
>A friend asked me to build a cable to connect an HP fetal heart monitor
>to a Maciontosh (SE/30).  No problem, sez I.
>
>...
>I wanted to demo it on my PB 170, it won't work!
>
>The PB has been used running ZTerm and kermit using both internal and external
>modems; so I don't think it's the powerbook per se.
>
>When I send a ""^51"" to the HP it responds with ""^55^AA"" -- a test of the serial
>ports.  It works on the SE/30; but not on the PB170.
>
>I thought that the SE/30 is connected to earth ground and so is the HP. So I
>connected from the chassis of the HP to the PW audio (ground) connector; still
>NG.
>
>Any thoughts?

Battery powered devices like the PowerBook are sometimes more sensitive to 
serial port weirdness.  I had trouble with connecting my Mac Plus to an HP 95LX
handheld.  Everything else worked okay on that port, but not the HP. (it runs
on two penlite batteries).  It turned out that the plus (by accident or by 
design flaw?) was putting a 4 volt bias on the serial port that was doing 
weird things to the HP (which has only 3v dc!).  The HP worked fine when 
connected to the printer port.  

Does your PB screen get dim or anything when connected to the device?  Have you 
tried using the printer port?

Good luck. 

--jamie


Jamie Cox  jcox@ess.harris.com | Phone:           1 407 633 5757 (work) 
Harris Space Systems Corp.     |                  1 407 723 7935 (home)
MS ROCK-2, 295 Barnes Blvd.    |The Macintosh Meeting and Drinking Society
Rockledge, Florida  USA        | ""Speaking only for myself.""
",4
"From: swdwan@napier.uwaterloo.ca (Donald Wan)
Subject: just testing
Organization: University of Waterloo
Lines: 3

hello testing


",7
"From: baden@sys6626.bison.mb.ca (baden de bari)
Subject: Re: !!!!!  Don't deal with this man DANA WEICK  !!!!!
Organization: System 6626 BBS, Winnipeg Manitoba Canada
Lines: 29

 
        Well, I'm not going to quote the message, but anyhow...
 
                Mail fraud is a FEDERAL OFFENCE!  PUNNISHABLE BY TIME AND 
                        >>> BIG <<<
                    > > >  B I G  < < <
                         F I N E S 
                          ! ! ! !
          What you can do is contact the local authorities in Arizona 
where this scammer resides, inform them of the situation (if you have 
proof of the transaction, that would also help), and they should be able 
to take it from there.
 
        Yeah, this guy CAN get heavily penalized for this.  Don't think 
that just because you have never met he cannot be prosecuted.
 
                !!! TAKE HIM  > D O W N < !!!
 
    ... hope I'm not being too foreward?...
 
 
  _________________________________________________
  Inspiration  |   ___                             |
  comes to     |  \   o  baden@sys6626.bison.mb.ca |
  those who    | (  ^  ) baden@inqmind.bison.mb.ca |
  seek the     |   /-\      =] Baden de Bari [=    |
  unknown.     |                                   |
  ------------------------------------------------- 
 
",6
"From: Rupin.Dang@dartmouth.edu (Rupin Dang)
Subject: Nikon FM2 and lens forsale
Organization: Dartmouth College, Hanover, NH
Lines: 5

Nikon FM-2n with 50 mm Nikkor and accessories for sale.I bought this camera in
Hong Kong two years ago and everything has been looked after very well. I'm now
selling some more gear to finance my next big film project.

Asking $350 for package. NO BARGAINS.
",6
"From: kxgst1+@pitt.edu (Kenneth Gilbert)
Subject: Re: Emphysema question
Organization: University of Pittsburgh
Lines: 14

In article <1993Apr15.180621.29465@radford.vak12ed.edu> mmatusev@radford.vak12ed.edu (Melissa N. Matusevich) writes:
:Thanks for all your assistance. I'll see if he can try a
:different brand of patches, although he's tried two brands
:already. Are there more than two?

The brands I can come up with off the top of my head are Nicotrol,
Nicoderm and Habitrol.  There may be a fourth as well.


-- 
=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-|-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
=  Kenneth Gilbert              __|__        University of Pittsburgh   =
=  General Internal Medicine      |      ""...dammit, not a programmer!"" =
=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-|-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
",13
"From: lwb@cs.utexas.edu (Lance W. Bledsoe)
Subject: Re: Who's next? Mormons and Jews?
Organization: CS Dept, University of Texas at Austin
Lines: 32
NNTP-Posting-Host: im4u.cs.utexas.edu

In article <1f2P02UA40zB01@JUTS.ccc.amdahl.com> agr00@JUTS.ccc.amdahl.com (Anthony G Rose) writes:
>Capser, before you deceive everone into thinking that the latter-day
>saints have undergone undue persecution through the years for just
>believing in their religion, perhaps you would like to tell us all what
>happened in the Mountain Meadow Massacres and all the killings that were
>done under the Blood Atonement Doctrine, at the command of Brigham Young?

I recently watched a an episode of ""The Old West"" a TV show on the 
Discovery Channel (or perhaps the A&E Network), the one hosted by Kenny
Rogers.  This episode was all about the Mormons and how they settled Utah,
etc.

A large portion of the broadcast was about the ""Mountain Meadows Massacre"".
The program very specifically pointed out that Brigham Young knew nothing
about the incident until long after it had happened (before telegraph), and
it occured as a result of several men inciting a bunch of paronoid Moromn
settlers into what amounted to a mob.  All participants in the incident were
prosecuted and eccomunicated from the LDS Church.

I suggest you watch a rerun of that episode (they play them over and over) 
and see what they (non-Mormons) have to say about it.


Lance



-- 
+------------------------------------------------------------------------+
|  Lance W. Bledsoe        lwb@im4u.cs.utexas.edu        (512) 258-0112  |
|  ""Ye shall know the TRUTH, and the TRUTH shall make you free.""         |
+------------------------------------------------------------------------+
",19
