textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
12bb670169,Good morning tweeps. Busy this a.m. but not in a working way,positive,noon,60-70,Iceland,341243,100250,3
70b4033f03," lmao, im only joking mate",neutral,night,70-100,India,1380004385,2973190,464
8df42cd45a, FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,positive,morning,0-20,Indonesia,273523615,1811570,151
82bc030c0d,"been busy at work, now must run before traffic is too bad.",neutral,noon,21-30,Iran,83992949,1.63E+06,52
9d6473d14d,got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.,positive,night,31-45,Iraq,40222493,434320,93
146257b271, it was an awesome talk  find it very true that i am watching the ruby community closely,positive,morning,46-60,Ireland,4937786,68890,72
2fbae49319,#f1 in a few hours guess who is sleepin in the living room,neutral,noon,60-70,Israel,8655535,21640,400
b56108fc36, hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,positive,night,70-100,Italy,60461826,294140,206
ed54440a2e,http://twitpic.com/664oz - this is what happens when i have no models,neutral,morning,0-20,Jamaica,2961167,10830,273
c135b2cef2,"I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!",positive,noon,21-30,Japan,126476461,364555,347
48c3502151,"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..",negative,night,31-45,Jordan,10203134,88780,115
5e6040afd3,"Speaking,,,Speaking ...",neutral,morning,46-60,Kazakhstan,18776707,2699700,7
3ea60172a0,Paid all my bills only to go out to the mailbox to find more of them,neutral,noon,60-70,Kenya,53771296,569140,94
96e1deb162," I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy",neutral,night,70-100,Kiribati,119449,8.10E+02,147
819626535b," Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",positive,morning,0-20,Kuwait,4270571,17820,240
fec3cae0c2,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",neutral,noon,21-30,Kyrgyzstan,6524195,191800,34
89d9167173,So many farewell parties! sad to see people leaving ..,negative,night,31-45,Laos,7275560,230800,32
dd911923ea, - Still a pity it comes with no lamb though,negative,morning,46-60,Latvia,1886198,62200,30
4f8c391159, I`ve got cups but you gotta come get them,neutral,noon,60-70,Lebanon,6825445,10230,667
403847cf44,"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",positive,night,70-100,Lesotho,2142249,30360,71
dad1d09bfb, no other reason? I wonder if she loves you,positive,morning,0-20,Liberia,5057681,96320,53
56f5217a16, happy birthday ness!!,positive,noon,21-30,Libya,6871292,1759540,4
4a9ef1f9d8," Wow, I really hope it gets better. Asthma sucks",neutral,night,31-45,Liechtenstein,38128,160,238
5a42a51462,feels ..my cousin is a monkey  http://plurk.com/p/x23pa,negative,morning,46-60,Lithuania,2722289,6.27E+04,43
c5a584d398,"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",neutral,noon,60-70,Luxembourg,625978,2590,242
fee936fdc3, wasn`t the 'layers' just absolute positioned divs? Web compability killer,neutral,night,70-100,Madagascar,27691018,581795,48
2813c4cf7e,Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.,negative,morning,0-20,Malawi,19129952,94280,203
2246ed3d84,Loves random acts of kindness and laughter,positive,noon,21-30,Malaysia,32365999,328550,99
1b1243d0b5,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",positive,night,31-45,Maldives,540544,300,1802
09042bf466,Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!,positive,morning,46-60,Mali,20250833,1220190,17
40e3087f9c,Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,positive,noon,60-70,Malta,441543,320,1380
ad94e8b662, Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...,negative,night,70-100,Marshall Islands,59190,180,329
fc0b053a31, I can`t belive you only have one episode to go  ****,neutral,morning,0-20,Mauritania,4649658,1030700,5
9f2a0b0b2f, you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.,neutral,noon,21-30,Mauritius,1271768,2.03E+03,626
7516f86838, I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,negative,night,31-45,Mexico,128932753,1943950,66
2492330594,NOT excited for 32 people reservation in the morning  **** LOVIN halo3 right now for sure too,neutral,morning,46-60,Micronesia,115023,700,164
9aa7d6a58a," wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",positive,noon,60-70,Moldova,4033963,32850,123
083e4f782b,Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now,positive,night,70-100,Monaco,39242,1,26337
ba5e02305b," i was going tonight, but you never wrote me back with the info  im sososo sad...",negative,morning,0-20,Mongolia,3278290,1553560,2
9f4bb12e13, still not 100%    im sick of being sick!,negative,noon,21-30,Montenegro,628066,13450,47
7a01848c2e,_collins I`m not sure I understand how this twitter thing works...,neutral,night,31-45,Morocco,36910560,446300,83
ae285917c7,wat a stressful week i jus hope everything falls into place 4me,negative,morning,46-60,Mozambique,31255435,786380,40
5575fdaf3c,with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,negative,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
af3fbd5681,Aww I got to see my 1st grade teacher`s last day before she retired,positive,night,70-100,Namibia,2540905,8.23E+05,3
db7211afbf," For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.",negative,morning,0-20,Nauru,10824,20,541
23602f214f,"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",negative,noon,21-30,Nepal,29136808,143350,203
c3459bc0bb, when will she b finished,neutral,night,31-45,Netherlands,17134872,33720,508
f02eed05d0,BGT made me cry tonight,negative,morning,46-60,New Zealand,4822233,263310,18
ff7126ea72,"gawww, why is facebook being so slow?",negative,noon,60-70,Nicaragua,6624554,120340,55
567ef8c2ed, im cool  cant wait to hear these stories xoxo,positive,night,70-100,Niger,24206644,1266700,19
d50a4dc3bf,Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?,neutral,morning,0-20,Nigeria,206139589,910770,226
d6bd94911e,Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,positive,noon,21-30,North Korea,25778816,120410,214
23bf2d69d2,I day til NYC!!!! and the journey soon begins!!! Music baby,neutral,night,31-45,North Macedonia,2083374,25220,83
a6623df1a6,i feel in love with pizza girl... now i eat pizza everyday,positive,morning,46-60,Norway,5421241,3.65E+05,15
34409c9b8a, 11 30s way early! anyway nigth night  love you!,positive,noon,60-70,Oman,5106626,309500,16
6a36ea6690," If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you",negative,night,70-100,Pakistan,220892340,770880,287
c5ec3e9e37, I`m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer,neutral,morning,0-20,Palau,18094,460,39
e74d67a818, Hey Esmee. How U doing?,neutral,noon,21-30,Palestine State,5101414,6020,847
b09824d000," MUAHAHAHHAHAHA...   well, maybe they think I`m crazy or something. I haven`t scared  yet though",positive,night,31-45,Panama,4314767,74340,58
3af70d3bc2," nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!",neutral,morning,46-60,Papua New Guinea,8947024,452860,20
5e5cb6d0a9,today got her POP! t-shirt & lovess ittt  haha x,positive,noon,60-70,Paraguay,7132538,397300,18
0db9bf3e1f, EpiCentre Wheelock Place - tourists only..,neutral,night,70-100,Peru,32971854,1280000,26
4de0e1bb73,"Perfect night. Best month of my life so far!! You my boo, ",positive,morning,0-20,Philippines,109581078,298170,368
9a6736745f, yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<,positive,noon,21-30,Poland,37846611,3.06E+05,124
8d40f9e62d, hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,positive,night,31-45,Portugal,10196709,91590,111
727e51734b," Think you should do a tour in England, we dont got to see any aweomse people !!",negative,morning,46-60,Qatar,2881053,11610,248
db23b82d03,'Puke In My Mouth' the brilliant response to **** In My Pants  http://tinyurl.com/cy8z7y  Over the top wrong,neutral,noon,60-70,Romania,19237691,230170,84
e03a74beca,"Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!",neutral,night,70-100,Russia,145934462,16376870,9
80b171ef7a,Is bummed out...i don`t have even one testimonial on Flickr.,negative,morning,0-20,Rwanda,12952218,24670,525
d49d1b7de1, I am sorry that you are feeling that way.,negative,noon,21-30,Saint Kitts and Nevis,53199,260,205
4809e143db,yeah so Prom Night is now the Craft (good movie),positive,night,31-45,Saint Lucia,183627,610,301
0edb544179,"having the flu, not the swinish-one, but the flu.",neutral,morning,46-60,Saint Vincent and the Grenadines,110940,390,284
c50f940f43, don`t go to logan square we`re pretty sure the shirt isn`t there  1 more philly local tmrw,negative,noon,60-70,Samoa,198414,2830,70
9a27ba671e, You should see our floors before you make that offer.  Let me know if you don`t receive a call soon.,neutral,night,70-100,San Marino,33931,6.00E+01,566
27c4e1f089,"    I am sending healthy, healing thoughts in the mumborg`s direction.",positive,morning,0-20,Sao Tome and Principe,219159,960,228
9965c5a810,"Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night",positive,noon,21-30,Saudi Arabia,34813871,2149690,16
4f6d52cbd8,Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at http://tinyurl.com/mozartdog,neutral,night,31-45,Senegal,16743927,192530,87
6c0bac4f19,"Went on a short flight around the Geelong waterfront.  Surprised at how well I handled it, as I`m still exhausted from last weeks meetup",positive,morning,46-60,Serbia,8737371,87460,100
e692bbaf63,": I`ll keep y`all in my prayers but welcome back to TX  Hope you have a good,safe flight",positive,noon,60-70,Seychelles,98347,460,214
365974d586,Good morning scary world!,negative,night,70-100,Sierra Leone,7976983,72180,111
32db5fc0a5,"is back at working auditing away, time to make the hard decisions and be happy",positive,morning,0-20,Singapore,5850342,700,8358
600c58d8b3, - ummmm. no comment. LOL. I actually have not watched GH in about a week.,positive,noon,21-30,Slovakia,5459642,48088,114
792c269f24," i think u have more than enough friends now, including me lol",neutral,night,31-45,Slovenia,2078938,20140,103
2c6f1f637b,Zs.Nagy presents  http://www.nordugrid.org/manuals.html,neutral,morning,46-60,Solomon Islands,686884,2.80E+04,25
c6322a85c2,_Layne  hmm.. what`s ur fav movie?? tv shows??,neutral,noon,60-70,Somalia,15893222,627340,25
3aa450d12d, <3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform,positive,night,70-100,South Africa,59308690,1213090,49
10ad2966fa, Thankfully that face only shows up for photoshoots,positive,morning,0-20,South Korea,51269185,97230,527
96b3a98962," Don`t worry, the bizarre will find you",positive,noon,21-30,South Sudan,11193725,610952,18
b5c13364bb, Sorry - I have failed to grasp your meaning,negative,night,31-45,Spain,46754778,498800,94
06ae0360a2,"_Walker21 sadly no, I`ll be going to the killumbus show. I really want to but no one wants to drive me there",neutral,morning,46-60,Sri Lanka,21413249,62710,341
060db97af7," Morning Lou, I Have some housework to do then im off to Church",neutral,noon,60-70,Sudan,43849260,1765048,25
67d5b57919,Extremely happy to see my new track 'The Awakening' featured on Indivibe   http://www.indivibe.com/vibe.php?city=1,positive,night,70-100,Suriname,586632,156000,4
a4388148b8, hahaha n I`m a do the same for u,neutral,morning,0-20,Sweden,10099265,410340,25
e43b9a1497,"I love my mom! Happy Mother`s Day, mommies",positive,noon,21-30,Switzerland,8654622,3.95E+04,219
527b27665d,Just Chilling after MCFLY last night! ABSOULUTELY INCREDIBLE! =D i love them!,positive,night,31-45,Syria,17500658,183630,95
dbe35b6a0d,"God, why can`t I be at #asylum? Really. I never get to do anything cool!",negative,morning,46-60,Tajikistan,9537645,139960,68
92c4eadecf,Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number,neutral,noon,60-70,Tanzania,59734218,885800,67
b1cec36547,"working on mothers day slideshow, cake, card, and balloons  she deserves the best!",positive,night,70-100,Thailand,69799978,510890,137
1b5dea3fe9,"Early bird gets the worm.  And in my case, birder gets to witness the carnage.",neutral,morning,0-20,Timor-Leste,1318445,14870,89
8d8c915ea5,_eat_out,neutral,noon,21-30,Togo,8278724,54390,152
9b46f1ae17," Thanks, hope you have a good one",positive,night,31-45,Tonga,105695,720,147
1c68a5f609," - You too, thanks for completing  Calvin Appreciated",positive,morning,46-60,Trinidad and Tobago,1399488,5130,273
b9a6b682b2,"Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day",negative,noon,60-70,Tunisia,11818619,155360,76
092c10bd84,"Wow, the new Google icons suck   http://bit.ly/z7JIE",neutral,night,70-100,Turkey,84339067,7.70E+05,110
84fd3611d6, Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...,positive,morning,0-20,Turkmenistan,6031200,469930,13
9b8052833a, tell his people to contact my people,neutral,noon,21-30,Tuvalu,11792,30,393
f9bdd41842, KILL IT JASMINE! Haven`t talked to you for ages.,negative,night,31-45,Uganda,45741007,199810,229
13c47e9bc8,got an awesome hair cut todayyyy  it looks so hottt haha doing homework,positive,morning,46-60,Ukraine,43733762,579320,75
9a1eaacda3,"You`re never alone Just when you think no one cares, you realize that there` always one person you cares for you",neutral,noon,60-70,United Arab Emirates,9890402,83600,118
8645bcae50, someone`s a sweet tooth  i was dying for somethin sweet so i`ve attacked the chock coated tiny teddies all i could find lol,positive,night,70-100,United Kingdom,67886011,241930,281
b70c6bf768,my apple-mouse doesn`t work on my shiny red coffee table...,negative,morning,0-20,United States of America,331002651,9147420,36
f67575d0e9," (2) in commentary  , I was with her, was sad, very sad",negative,noon,21-30,Uruguay,3473730,175020,20
ba93b78cfc,Yet another good weekend with someone. Sigh. Man I like the boy..,positive,night,31-45,Uzbekistan,33469203,425400,79
77c659aa89,"about to head to the Strand, goodnight",positive,morning,46-60,Vanuatu,307145,1.22E+04,25
303a1773cf, every day of my life lately.    i feel ya girl <3,neutral,noon,60-70,Venezuela,28435940,882050,32
aa8b44f1b2, hiya! been looking for you1,positive,night,70-100,Vietnam,97338579,310070,314
bf95b25f9d," Aw, that stinks, I`m sorry.",negative,morning,0-20,Yemen,29825964,527970,56
b21b048c1d,Is trying to recover from a broken heart....yet again for the 2nd or 3rd time,neutral,noon,21-30,Zambia,18383955,743390,25
4f7cba2eff," ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America",neutral,night,31-45,Zimbabwe,14862924,386850,38
31dbbd2bb4, Ha! Did she find out? The only thing Google came up with was some database acronym and 'dibbs' on the front seat aka shotgun,neutral,morning,46-60,Afghanistan,38928346,652860,60
a7506a67a4,_witty  yes france/belgium was good  carnt belive how much traffic we hit on the way back,neutral,noon,60-70,Albania,2877797,27400,105
b2c81f2c95,My comp is being slo w,negative,night,70-100,Algeria,43851044,2381740,18
99c5936498, you didnt send me the text,neutral,morning,0-20,Andorra,77265,470,164
7315faa6ce, oh mannn i`m gonna be there tomorroww,neutral,noon,21-30,Angola,32866272,1246700,26
132462ca21,: unfortunately not.  I have to take it to a repair shop or replace it.,negative,night,31-45,Antigua and Barbuda,97929,440,223
a7225483b3, : Come to VietNam to make a live Show Miley. there are so much fans love you at Viet Nam,positive,morning,46-60,Argentina,45195774,2736690,17
2dfb1e0fe3," 'You guys could have fun in a cardboard box'.. I miss you already, bro.",negative,noon,60-70,Armenia,2963243,28470,104
3a013a37a6,A little twitter mention on SNL,neutral,night,70-100,Australia,25499884,7682300,3
b70639aec0,Josie`s out of surgery. She`s now officially unable to procreate. And She`s way out of it... Poor medicated baby,negative,morning,0-20,Austria,9006398,8.24E+04,109
0b5a804a3c,I signed up for an account on a political website so I could post a comment but it isn`t working.,negative,noon,21-30,Azerbaijan,10139177,82658,123
78ccd0cec0,_NigerianBoi thanks JT i also enjoyed it i will. r u following me? ill follow u back,positive,night,31-45,Bahamas,393244,10010,39
1c464c8953,Me and mum are lost in grangemouth. Utter hilarity! Totally lost,neutral,morning,46-60,Bahrain,1701575,760,2239
29da8ca76b, sorry 19/female/atl very lonely,negative,noon,60-70,Bangladesh,164689383,130170,1265
9d414d77dd,"Feeling awful, new medication is making me nauseous",negative,night,70-100,Barbados,287375,430,668
4d05d59122, inooo arent they just  i wanna just go down there now an meet kyle again.. im too obsessed its not fair!,negative,morning,0-20,Belarus,9449323,202910,47
5a2393940b,I need a bear hug  and Im going to camp today!!,neutral,noon,21-30,Belgium,11589623,30280,383
2fd9eef1f8," If I could, I`d send California sunshine your way.",positive,night,31-45,Belize,397628,22810,17
938c32de3e,I need a present for my mom.  Could anybody help me ?!,positive,morning,46-60,Benin,12123200,112760,108
0e3d04ed05," I am in Weirton Julie, way up North at the tippy top! LOL we don`t think southern WV folks like us too much.",negative,noon,60-70,Bhutan,771608,3.81E+04,20
9a0fce6d7e,learning how to use twitter,neutral,night,70-100,Bolivia,11673021,1083300,11
32eb024489,bad mood and i dont feel good. too bad no one cares,negative,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
6af90a76e4," I love you so much.  Just got into my hiding spot, gonna go check out datalounge",positive,noon,21-30,Botswana,2351627,566730,4
2b68738448, - Try this one  ,neutral,night,31-45,Brazil,212559417,8358140,25
af087c9deb,"  youre diabetic?   so is my dad.  & i might be too, not sure.  are you still allowed to eat sugar throughout the day?",negative,morning,46-60,Brunei,437479,5270,83
8823244442,I just really want to sleep butmy eyes won`t let me,negative,noon,60-70,Bulgaria,6948445,108560,64
9bb06e4848, You should check yourz Rayne.,neutral,night,70-100,Burkina Faso,20903273,273600,76
717e76b467,"_66 I haven`t had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.",neutral,morning,0-20,Burundi,11890784,25680,463
3b6fdcc518," Ian and I are going to a matinee tomorrow, or that`s the plan at least...it`s going to be too expensive for 3d at night",negative,noon,21-30,C�te d'Ivoire,26378274,318000,83
f6cb27e38e,He will be here in less than hour,neutral,night,31-45,Cabo Verde,555987,4.03E+03,138
419f3e9ef8," I know, but work is so boring. I prefer the  take on life",negative,morning,46-60,Cambodia,16718965,176520,95
f29654c873, Gmorning Hermana! Thank you for your testimonial it is wonderful. Posted already.,positive,noon,60-70,Cameroon,26545863,472710,56
7e46f3f92a, ha. nothing any man does is right on mothers day except for taking kids off mum`s hands for whole day,neutral,night,70-100,Canada,37742154,9093510,4
43ad351369,"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",positive,morning,0-20,Central African Republic,4829767,622980,8
853ebd7b47, Our raid leader made us run drills to practice switching,neutral,noon,21-30,Chad,16425864,1259200,13
ef60a2d1e7," And Clang rocks, so you`re using it, right?  Anyways, according to the comments it`s in apple`s gcc too, dunno how public tho",neutral,night,31-45,Chile,19116201,743532,26
983088f2b4,"Unlike cierra, i look like poop today. Whatevahh, lol.",neutral,morning,46-60,China,1439323776,9388211,153
50b353f751,Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.,positive,noon,60-70,Colombia,50882891,1109500,46
c4cad35b0f,The comp deleted half my apps,negative,night,70-100,Comoros,869601,1861,467
9c44566550,"In Whin Park on the swings, victory is all mine right now",positive,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
32b28d840b,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,positive,noon,21-30,Costa Rica,5094118,51060,100
d576839165, because its like ten times better than this place xD and its so beautiful and fun  and they have gold coast hot dogs!! xD,positive,night,31-45,Croatia,4105267,55960,73
86f3b2e352,Whole body is sore from moving hundreds of pieces of luggage last weekend.   Guess I should visit the gym more often,neutral,morning,46-60,Cuba,11326616,106440,106
ef1eb004ff, oh you are too kind,positive,noon,60-70,Cyprus,1207359,9240,131
36bc98037c," yeah, so quick! And I`m using the 5mm addi`s I bought on Sat and it makes it even smoother",positive,night,70-100,Czechia (Czech Republic),10708981,77240,139
faaf6a6f64, I don`t even look at their fabric unless I need polar fleece.   It`s worth the extra $ to go to Needle and Thread.,neutral,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
69789cff46,Pleeaaasee come out sun,neutral,noon,21-30,Denmark,5792202,42430,137
586a76af3d,"  ummm...last night when I DM`d you, you said it was a 'good' question.",positive,night,31-45,Djibouti,988000,23180,43
dfd9f1800b," man, I am really sorry",negative,morning,46-60,Dominica,71986,750,96
e0090fba83,watching the jobros live chat .. not live though  haha.,neutral,noon,60-70,Dominican Republic,10847910,4.83E+04,225
d9e1b10a4f,wow.. tomorrow and then it`s over. i`ll never see some of those people again. it`s kind of sad.,negative,night,70-100,Ecuador,17643054,248360,71
0e5d9cd378,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..,negative,morning,0-20,Egypt,102334404,995450,103
1a82a50aa9," I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie.",positive,noon,21-30,El Salvador,6486205,20720,313
57ee48d640, the honesty`s to much...........  Sorry couldn`t resist;),neutral,night,31-45,Equatorial Guinea,1402985,28050,50
e0794d1a3e,oh ok i always wondered how that worked. i only have the top of my ear done. i dont think i could get anything else pierced,neutral,morning,46-60,Eritrea,3546421,101000,35
2baa1924cd,noooooooo...another headache...hopefully not a migraine,neutral,noon,60-70,Estonia,1326535,42390,31
c3261537c6,10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;),negative,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
4acd2d7380,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",negative,morning,0-20,Ethiopia,114963588,1000000,115
259ab53f07, i make them good girls go bad,negative,noon,21-30,Fiji,896445,18270,49
c180265483,Sites that republish my blog`s feed often end up higher than my blog on Google search results,negative,night,31-45,Finland,5540720,3.04E+05,18
1e7956b538,Going to have dinner. bbs,neutral,morning,46-60,France,65273511,547557,119
c8a9799256, we can all but hope... georgia is still wide awake and has the hiccups,neutral,noon,60-70,Gabon,2225734,257670,9
9fdac069e1,no phone  i knew i should`ve charged it last night. SIGH,neutral,night,70-100,Gambia,2416668,10120,239
e27ea173e0, quite,neutral,morning,0-20,Georgia,3989167,69490,57
e468a185dc,oh yes! Level 40,positive,noon,21-30,Germany,83783942,348560,240
fe626ba958,my baby`s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...,negative,night,31-45,Ghana,31072940,227540,137
995db37ffd, http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,positive,morning,46-60,Greece,10423054,128900,81
a539826f28,frustrated by my stupid iPhone I need a blackberry!!!!,negative,noon,60-70,Grenada,112523,340,331
5efc764068,Woo - got a fast mobile broadband connection now,neutral,night,70-100,Guatemala,17915568,107160,167
e133dbdc62, But I really want a Sporebat pet.,neutral,morning,0-20,Guinea,13132795,2.46E+05,53
e74af209c6,I`m still at the mothers day lunch at my uncles house. Having a nice time!,positive,noon,21-30,Guinea-Bissau,1968001,28120,70
aca7565010, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,positive,night,31-45,Guyana,786552,196850,4
cac874449f," Oh right,sorry,now i get ya,But still 3000 email`s,wow,cool",negative,morning,46-60,Haiti,11402528,27560,414
bff45fe27f,? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy,positive,noon,60-70,Holy See,801,0,2003
60521a571e, my bad homie,negative,night,70-100,Honduras,9904607,111890,89
3b6a25d97c,  i'm awake whats for breakfast lulu **** on a shingle ha ha ha,neutral,morning,0-20,Hungary,9660351,90530,107
bcf13877f7,Good morning everyone,positive,noon,21-30,Iceland,341243,100250,3
c4a8602e0a," love this one, especially the shoes  anyway, gmn punya acc lookbook ya? http://lookbook.nu/look/92920",positive,night,31-45,India,1380004385,2973190,464
4e06f98760,shake shake shake shake shake it,neutral,morning,46-60,Indonesia,273523615,1811570,151
62aebe35b6,Raining again,neutral,noon,60-70,Iran,83992949,1.63E+06,52
0237b6fd87,good morning world,positive,night,70-100,Iraq,40222493,434320,93
c860b3f840,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.,neutral,morning,0-20,Ireland,4937786,68890,72
cfdb8ea6d8,back to br,neutral,noon,21-30,Israel,8655535,21640,400
935a3c2bf5,Time to put the weapons on the charger for the night.  Sleep tight,neutral,night,31-45,Italy,60461826,294140,206
c1e33be64e,Using tiffys computer...it feels different from mine... the touch is different.,neutral,morning,46-60,Jamaica,2961167,10830,273
000b3211af,And ... Happy Mother`s Day to all Moms   You sure are the ? heart of mankind.,positive,noon,60-70,Japan,126476461,364555,347
ffa3258a83, Are they both still talking to you then?,neutral,night,70-100,Jordan,10203134,88780,115
10f2498c35,I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around,neutral,morning,0-20,Kazakhstan,18776707,2699700,7
35674461fe, lol that was a great movie,positive,noon,21-30,Kenya,53771296,569140,94
4c086d6a58,will b having my last V tomorow   will have2live off of apples n not caffeine ;( n have2cut down on chocolate bye bye chocy,neutral,night,31-45,Kiribati,119449,8.10E+02,147
d6a8cee69b,I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!,neutral,morning,46-60,Kuwait,4270571,17820,240
8e4553e921, Let`s go!,neutral,noon,60-70,Kyrgyzstan,6524195,191800,34
cbfe82ef26,feels really sick.,negative,night,70-100,Laos,7275560,230800,32
9fb92f7504,Hecks yeah. Jandy timsamlake is too rawesome!,positive,morning,0-20,Latvia,1886198,62200,30
49ffb6b465,**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,negative,noon,21-30,Lebanon,6825445,10230,667
ed0ace22bf, u don`t have school today????,neutral,night,31-45,Lesotho,2142249,30360,71
dc346c6f1c,Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio,negative,morning,46-60,Liberia,5057681,96320,53
178b3ca782,People at work are stressing me out.,negative,noon,60-70,Libya,6871292,1759540,4
0e83e0955a, rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((,neutral,night,70-100,Liechtenstein,38128,160,238
6d3596cdb3,love it when my sister brags! but she`s too tired too spell bowling right! haha its ok I <3 her!!,neutral,morning,0-20,Lithuania,2722289,6.27E+04,43
696a2abd8a,never trust someone else`s battery operated power tools when you`re in a hurry,positive,noon,21-30,Luxembourg,625978,2590,242
26d169a9e9, Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!,positive,night,31-45,Madagascar,27691018,581795,48
52fd9f56fb,is off to work ... still 'recovering' from an amazing and beautiful weekend. Have I mentioned how incredible my friends are??,positive,morning,46-60,Malawi,19129952,94280,203
2f7b589c41, so`s the smell of cigarettes and alcohol... at least *i * like it.,positive,noon,60-70,Malaysia,32365999,328550,99
1620bd719e,All done. No more internship.,neutral,night,70-100,Maldives,540544,300,1802
6e805ea65a,RIP to officer Edwards. May GOD continue to bless his family. What`s up wit cops killing cops. Seen the same thing happen on 'The WIRE'.,neutral,morning,0-20,Mali,20250833,1220190,17
08f6036add,"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight.",neutral,noon,21-30,Malta,441543,320,1380
ce4b5fe266,`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,positive,night,31-45,Marshall Islands,59190,180,329
792c97a352,my best friends bought something which i really want.,positive,morning,46-60,Mauritania,4649658,1030700,5
